,Athleticism,Ball Handling,BigBoardPosition,Birthday,ClassStatus,College,Defense,DraftClass,Height,High School,Hometown,Intangibles,Jump Shot,Leadership,MockPosition,NBA Ready,Name,Overall,Passing,Position,Potential,Quickness,Scouting_Author,Scouting_Notes,Scouting_Report_Date,Scouting_Strengths,Scouting_Weaknesses,Size,Strength,Weight,url
136,7 ,8 ,Overall:,02/17/91,Junior ,Missouri ,6 ,Big ,"5-11,",Episcopal ,"Dallas, TX ",7 ,8 ,7 ,87,7 ,Phil Pressey ,85,8 ,Point Guard,6 ,8 ,Aran Smith,"Nickname is ""Flip"" … son of former NBA player, Paul Pressey … A likely D league or high level European level PG.",6/23/13,"True point guard with excellent playmaking abilities … Great vision and ability to create scoring opportunities for teammates … 7 assists per game and a 2/1 a/to ratio display solid PG abilities … Deft ball handler … Low center of gravity allows him to quickly change directions and always stay balanced … Shows leadership abilities … Solid spot up shooter …
","Severely undersized PG. Not only is he shorter than most NBA PGs  … Lack of size makes it a challenge for him to comfortably see over defenders … Surprisingly struggled in junior season. Seemed to lose confidence and offensive efficiency was disappointing. FG% dipped nearly 50 percentage points from sophomore year … Struggled in pick and roll and ISO situations … Size makes him a defensive liability …
",6 ,7 ,177,phil-pressey
137,9 ,8 ,14,08/18/93,Junior ,Kentucky ,9 ,2015,"7-0,",Olathe Northwest ,"Olathe, KS ",7 ,6 ,6 ,14,7 ,Willie Cauley-Stein ,92,6  ,Center,8 ,9 ,David Ray,"Measured 7’.25’’ in shoes, with a 7’2’’ wingspan and a 9’2’’ standing reach while weighing in at 240 lbs at the Kentucky Combine. He also measured a 37’’ max vertical and a 12’3’’ max reach. SEC All-Defensive Team 2013,14,15. 2015 SEC Defensive Player of the Year. 2015 First Team All-American. ",4/6/15,"Cauley-Stein is a player who is both extremely gifted from a measurements standpoint, but also in terms of athleticism … At the Kentucky Combine he measured 7’.25’’ in shoes, with a 7’2’’ wingspan, and a great 9’2’’ standing reach … He also is extremely nimble, and an explosive and quick leaper … Willie also has tremendous defensive abilities, excelling at hedging on pick and rolls, as well as protecting the rim … He’s seen a dip in shot blocking numbers due to his use as a pick and roll defender, and  Karl Anthony Towns being used as the primary paint enforcer, but as a sophomore WCS blocked 2.9 shots per game as Kentucky’s primary rim protector … His physical tools should allow these elite defensive traits to translate to the NBA level … Cauley-Stein has the potential to be able to guard NBA wing positions at a high level, at least early in his NBA career … He is also a strong finisher around the rim, and an ideal roll target in the NBA. His junior season at Kentucky he shot 72.5% at the rim, and he’s an active player on the offensive glass which helped him rack up 40 put backs in 38 games … He had a number of highlight plays in which he went over and through defenders for highlight finishes at the rim … Although not a major offensive threat, he has improved his free throw shooting every season starting from an anemic .372% as a freshman, to a significantly better .617% as a junior (granted 61% remains below average) … This work has also shown up in his ability to knock down short jump shots in the half court game … He also has a decent jump hook which could potentially be honed over time … Cauley-Stein is also very productive in his time on the court … Due to UK’s depth he played just 25.8 minutes per game, but his per 40 minute averages are 14.1 ppg 10 rpg 2.6 bpg and 1.8 spg … 
","Willie is very much a defensive oriented player, and a guy who really doesn’t project into much of an offensive contributor  … His work at the free throw line has shown some promise, but he projects mostly as a lob finisher, roll target, and garbage man in an NBA offense … His touch and shooting are a real weakness in terms of game speed … He’s also had some ups and downs over his career in terms of focus … For a player with such immense phyical gifts, it’s baffling that he wasn’t a more productive player early in his college career … Feel for the game is a major question mark … WCS has exhibited more poise, and fire as a junior, but he still has shown times in which he’s seemed a little passive or not 100% into the game … WCS has the feel of an athlete who is becoming a basketball player, and while the intrigue with his defensive abilities is apparent, he remains a project for the NBA level … Continued improvement and growth in terms of focus will be needed in order to play a long 82 game NBA season …  
Overall: Willie Cauley-Stein is a player you can plug in your system in order to play high level defense, and provide both versatility guarding perimeter players and the ability to guard the rim … His one side of the ball type of play will cause him to be drafted below players that have two way potential, but he has the ability to be very good, or possibly elite as a defender if he can harness his improved metal focus, and grow as a professional …
",9 ,8 ,242,willie-cauley-stein
138,9 ,8 ,14,08/18/93,Junior ,Kentucky ,9 ,2015,"7-0,",Olathe Northwest ,"Olathe, KS ",7 ,6 ,6 ,14,7 ,Willie Cauley-Stein ,92,6  ,Center,8 ,9 ,Drew Wolin,"Measured 7’0.5 (in shoes) 240 lbs, with a 7’2.5 wingspan at the 2013 Nike Big Man Skills Academy  … Was an accomplished wide receiver on his high school football team (and if you have not seen video of the 7-footer on the gridiron, it is worth a look) … Was part of Kentucky’s talented 2012 recruiting class, but was somewhat overshadowed by teammate and top draft prospect Nerlens Noel during his freshman campaign; he is likely to see significantly more playing time in his sophomore season… After some preliminary ""testing of the draft waters"" in 2013, Cauley-Stein chose to return to Kentucky for a second year, citing inconsistent information relating to his draft position",10/21/13,"Very fluid… Light on his feet… At 7-feet 1/2"" with a 7′-foot-2 1/2"" wingspan, possesses great height  and length … Has very good hands … Can catch tough passes and shows toughness, something that was likely developed during his time as a wide receiver on his high school football team … Plays within himself; does not force the issue … An above average shot blocker; does a good job of seeking shot blocking opportunities. God timing and shows the ability not to bite on fakes and get into foul trouble … A decent rebounder … Has a good ""nose for the ball""; due to his size gets himself many opportunities for put back dunks and tip ins… The big man has soft hands and potential to improve his scoring, displaying solid shooting touch …
","Very raw … Seems lost in isolation post play, and would be very well-served to develop a few go to moves … Although he is a fluid athlete, at times has trouble keeping his balance; this likely goes hand-in-hand with his lack of a post game … Must work on keeping his butt down, lower center of gravity … A poor free throw shooter, but this seems to be a confidence issue more than an issue relating to physical tools or form… Some question his motor and focus … 
",9 ,8 ,242,willie-cauley-stein
139,7 ,8 ,Overall:,01/05/95,Sophomore ,BYU ,7 ,Big ,"6-10,",Lone Peak ,"Alpine, UT ",7 ,8 ,8 ,83,6 ,Eric Mika ,86,7 ,Power Forward/Center,6 ,6 ,Matthew Harvey,"Scored 29 points against the NCAA Tournament team USC and 29 points in a stunning, end of the regular season away victory over the undefeated Gonzaga Bulldogs … Mika has one of the most interesting and action packed lives of all the draftees in this year’s draft. In fact, he has done more interesting things than just about any young person his age. He is already married at age 22 and he participated in a mission trip in Italy for two years between his freshman and sophomore seasons. Quite a guy! From May 14, 2014, served a 2-year LDS Mission in Italy …",5/4/17,"An assassin at scoring the rock … This year, he averaged 20.3 points per game … He was also a very solid rebounder at 9.2 rebounds per contest … He is also a very disciplined and efficient scorer … He shot 52 percent from field goal range this year and only attempted one three pointer … He was BYU’s best scorer and even with stout defense all over him, he could find a way to create a shot and get to the rim … He is a good free throw shooter as well, last year going 76 percent from the charity stripe … He shows NBA potential left to develop because he is a big man who can spread the floor and knock down a mid-range jumper just as well as drive to the bucket … He also established himself as a defensive force down low, averaging just under two blocks per game … His size and stature make him dangerous because he can beat you with his quickness but also outwork and bully you down low … Leadership is a quality asset teams look for at the next level and he showed it this season … He became the leader of the Cougars and led by example … All this made him a First Team All-WCC player this year. If nothing else, you have to take away the fact that he can adjust his lifestyle at any moment … He went from full-time basketball player, to two years on a mission trip completely away from basketball, and then right back to basketball this season and he didn’t miss a beat at all … In fact, he came back even better this year than his freshman season two years before … His heart is in the right place, he works very hard at getting better and he doesn’t get in any trouble off the court …
","There are some obvious things to point out with Mika that hurt him … For one, he is already 22 years old as a sophomore … His best option would be to come out now because if he goes to school anymore, his age will make it difficult for teams to get excited about him … There is absolutely nothing wrong with what Mika did, selflessly going on a Mormon mission to Italy, but it made carving out an NBA career more of a challenge … Those two years could have been crucial in developing his body and playing style … He did play in a relatively weak conference for two seasons, granted the West Coast conference has talent, even featuring a National Runner-Up Gonzaga … Not facing off against more consistent, higher level talent may hurt his stock, as will his lack of post season experience/success …
Overall: Eric Mika has the body, physique, traits and skills that will give him a shot to make it in the league … His ability to score in multiple ways makes him a hybrid big man that is now dominating the NBA … Unfortunately for him, his age is a big factor just like any 22-year-old senior would have to deal with and there is nothing he can do about that (but he’s not a senior) … The last BYU player selected in the NBA draft was Jimmer Fredette and though Mika is considered a long shot to be drafted this year, he did receeive an invite to the NBA Draft combine … He can definitely make is as an undrafted player and play some summer league games or impress in the D-League (or G-League?) … Mika is a great person who cares a lot about people, but also cares about his team and being a consummate leader to his teammates … 
",8 ,8 ,230,eric-mika
140,6 ,8 ,N/A,11/25/95,Senior ,Kentucky ,7 ,85,"6-8,",DeLaSalle ,"Minneapolis, MN ",8 ,7 ,7 ,Overall:,7 ,Reid Travis ,85,7 ,Power Forward,6 ,7 ,Ben Parker,"Declared his name for the 2018 NBA Draft … Measured 6’7 (in shoes) 228 lbs, with a 6’10 wingspan at the 2013 Nike Big Man Skills Academy …",5/27/18,"At 6’8”, 240 pounds, Reid Travis possesses a ton of strength and uses it to his advantage down on the block … He does a really good job of establishing position inside and is a tenacious rebounder, averaging 8.7 rebounds per game last season … Does a good job of using power dribbles and pump fakes to get separation from defenders inside … Travis has also shed some weight and gotten into better basketball shape, making him quicker and craftier around the basket … Travis continues to get better every season, averaging a career high 19.5 points per game last season as a junior … He’s gone from having no 3-point shot in his first three years to shooting 29.5% from 3-point range on 1.7 attempts per game … He is no longer a guy who can only score down on the block … He has developed a nice array of post moves and can now take opponents off the dribble a bit due to his improved ball handling and leaner build … His free throw shooting has also improved from 45.9% in his freshman year to 67.5% last season … Travis has also demonstrated the ability to be a leader on the court and was very consistent for Stanford last season, scoring in double figures in all but one game (at Washington State) and scoring 20+ points in 18 games … There have been concerns about his ability to stay healthy over the years, but he played in all 35 of Stanford’s games last season, averaging 34.0 minutes per game … 
","While possessing a strong and physical build, there are concerns that Travis is too small to play power forward and not skilled enough to play small forward … He has done a good job of improving his craft and showing he can do more on the floor, but it’s unclear if he is athletic and quick enough to play power forward at the NBA level …  He’ll need to continue to get more well rounded, add more range to his shot and diversity to his skill set … Travis also struggled to score over bigger defenders at times, getting his shots blocked too often … He’ll need to convince NBA teams that he can still be effective down on the block despite being undersized for the power forward position … 
",7 ,8 ,240,reid-travis
141,9 ,6 ,Overall:,03/30/97,Senior ,Tennessee ,8 ,Big ,"6-5,",Zion-Benton Township ,"Zion, IL ",7 ,7 ,8 ,72,8 ,Admiral Schofield ,88,6 ,Small Forward,6 ,8 ,David Correll,2019 All-SEC First Team. Top 5 finalist for the Julius Erving Small Forward of the Year Award. Led Tennessee in 3-pointers this season … Showed up against top teams this year: Averaged 18.1 ppg and 6.0 rpg against ranked opponents … Was born in London in the same hospital that Prince William and Harry were born … His brother O’Brien Schofield played in the NFL and was apart of the Seattle Seahawks Super Bowl XLVII Super Bowl team … ,4/17/19,"Good shooter and has developed solid range  …  Decent scorer from the post, and has the ability to post-up and hit contested jump shots … Above average scorer off the dribble. Can either beat you off the bounce or pull-up from mid-range and nail the jumper … Decent playmaker, rarely made bad decisions … Average defensive player … Decent quickness and above average strength that makes him tough to beat off the dribble … Good rebounder especially for his position, averaged 6.1 rebounds per game last year. Get’s great position with strength and athletic ability … Great strength which allows him to create space from defender and finish tough through contact around the rim … Great athlete, probably had the poster of the year in college basketball. Schofield has solid quickness and an impressive leap … Very good motor, always plays his hardest and genuinely cares about winning … Good form on his jump shot which allowed him to improve from beyond the arc each year during his tenure at Tennessee … Not afraid to take jumpers, has great range and can knock down the shot in a variety of ways. Schofield scored numerous times from the perimeter by catch-and-shoot, off the dribble, or even fighting through screens to get open … Dedicated to get better. Freshman year Schofield checked in with 11% body fat and his senior year brought it down to 5%. Allowed him to be more athletic and quicker which has catapulted his draft stock … Can cover multiple positions due to lateral quickness and strength to guard bigger players … Solid leader and has great intangibles …
","Does not draw enough fouls when driving to the lane, only averaged 2.3 FTA per game … Schofield is a big body who should consistently be able to put pressure on the defense when cutting and driving to the lane … Like I said, Schofield is not afraid to take the jumper but that means he sometimes settles which results in his low FTA mark … Schofield averaged 4.8 3PA per game last year, granted he hit them at a 42% clip, but just because he can space the floor doesn’t mean he shouldn’t put pressure on the defense on the interior … While Schofield is a quality playmaker, he has room to improve in regard to passing ability … He or Grant Williams were constantly double teamed which should’ve allowed for more assist’s opportunities (2.0 APG) … Schofield does struggle to guard quicker players; he has the lateral quickness and strength to do it but sometimes is caught flat-footed … For someone who is an average defensive player and athletic specimen, Schofield should be able to rack up more steals and blocks … Schofield is 22 years old which can be a red flag in comparison to the younger talent that has plenty of room to grow …

Outlook: Schofield climbed NBA Draft boards after a stellar senior season … The kid can shoot it, has range is explosive getting to the rim, and has the physique to keep pace in the NBA right now … He also seems to be a great kid on top of being a very talented basketball player … Schofield seems to be hovering around the beginning of the second round (Where Crowder was drafted), but with great workouts he could catapult into a fringe first-rounder …
",6 ,9 ,240,admiral-schofield
142,8 ,8 ,6,11/29/94,Freshman ,Kentucky ,7 ,2014,"6-9,",Prestonwood Christian ,"Plano, TX ",8 ,8 ,7 ,7,9 ,Julius Randle ,96,8 ,Power Forward,8 ,8 ,Rick Pietro,"One of the most polarizing prospects of this year’s draft … He started the year regarded as one of the top forwards in the country. Talented and tough he was the star player of the highly valued freshman class of Kentucky … He has been very solid averaging 15 points and over 10 rebounds per game, but the poor performance of the Wildcats until the NCAA tournament seemed to have diminished the Randle brand … His upside is in fact the same one he had one year ago, very limited. However he is definitely a player ready to produce … You always know what you are going to get from him, and March Madness has proved he can help his team succeed …",4/3/14,"Very strong upper body and a reliable left hand … He shows a strong motor, and finishes well around the rim with contact … He is very skilled with his face up game and has shown some creative finishing ability … He is very dangerous on P&R and Pick and Pop, because of his ability to hit mid-range jumpers … Though he lacks elite explosiveness, he is able to use his strong frame to protect the ball and avoid blocks … On the offensive boards he is an absolute beast, relentless in seeking out rebounds … The same thing is true on the defensive end where he has natural instincts for rebounds … A pretty good post defender, he uses his strong body to not allow taller opponents to get close to the rim … He doesn’t have the quickest feet in the world, but definitely really good for a big, very balanced … Potentially he can switch on P&R situations for a couple of dribbles, but needs to improve on his showing … Randle is a mix of power, skills and balance that makes him a very interesting prospect … Despite being just a freshman he could have an immediate impact in the NBA due to his strength and offensive skills … He has drawn positive reviews for his attitude and coach-ability and appears to be a hard working kid that leaves everything on the floor every game and every practice …
","Despite all the good things mentioned about his game there are a lot of concerns about Randle … In a way Randle’s high energy, ""bully ball"" style of playing reminds some of how Shabazz, at a different position, overpowered people last year and we’ve seen how much the former UCLA small forward has struggled in the league … It’s been noted that Randle is undersized for the PF position, lacking ideal length with a sub 7 foot wingspan … He may struggle to create looks against stronger, more athletic and taller opponents in the post … Offensively his numbers on synergy indicate how difficult it has been for him to score on post moves with very low percentages on each low post block and over either shoulder … It also doesn’t help matters that he is not able to utilize his right hand … Very few, even highly talented, players are able to play at high level without being able to finish and make moves with both hands, as the book becomes well known and everyone overplays their strength. I’m not sure if Randle fits this category, but the fear is there … His shooting isn’t consistent and despite good mechanics, his percentages are low and 3pts range is non-existent … He will have to develop a consistent solid jumpshot to replicate the success of Zach Randolph and Michael Beasley when facing the basket … Overall his game right now is based almost entirely on overpowering weaker opponents … He is very skilled but it will be hard to find the same success overpowering post players in the league. Also it is worth considering that most of Randle’s game is below the rim … His future will likely hinge more heavily than most prospects on landing in the right system, where a team has a vision of how to utilize him and makes sure he stays focused and works hard on the right skill development … A bad team or loss or focus could pose a huge risk to his NBA career …
",8 ,9 ,250,julius-randle
143,8 ,8 ,6,11/29/94,Freshman ,Kentucky ,7 ,2014,"6-9,",Prestonwood Christian ,"Plano, TX ",8 ,8 ,7 ,7,9 ,Julius Randle ,96,8 ,Power Forward,8 ,8 ,Ian Powers,"Considered by many to be the top player in the 2013 class … Measured 6’9 (in shoes) 243 lbs, with a 6’10 wingspan at the 2011 LeBron James Skills Academy … Measured 6’10 (in shoes) 240 lbs, with a 6’11 wingspan at the 2012 LeBron James Skills Academy … Measured 6’9 (in shoes) 248 lbs, with a 6’11 wingspan and 8’9.5 reach at the 2013 Nike Hoop Summit",7/15/10,"Strong body … Has a high skill level for a high school sophomore … Excels at facing up and putting the ball on the floor … Very good finisher around the basket … Can step out and hit shots all the way to college 3pt. range … Can play with his back to the basket but prefers face up game … A good kid with a great work ethic …
","While very solid, especially considering his age, not a jaw dropping physical specimen type of athlete … Doesn’t play on the box as much as he should, too perimeter oriented. Should focus a little more on refining his post game which will really be his bread and butter as he gets older … Settles for too many jumpers at times instead of imposing his will inside … Too left hand dominant. Needs to work at using his right hand better …
",8 ,9 ,250,julius-randle
144,7 ,8 ,15,02/10/95,Sophomore ,Arkansas ,7 ,2015,"6-11,",Hall ,"Little Rock, AR ",8 ,8 ,7 ,13,8 ,Bobby Portis ,91,7 ,Power Forward,7 ,8 ,Clayton Crowe,"Measured 6’9.5 (in shoes) 215 lbs, with a 7’0 wingspan at the 2012 LeBron James Skills Academy … Measured 6’11 (in shoes) 231 lbs, with a 7’1.5 wingspan and 8’11 reach at the 2013 Nike Hoop Summit … Measured 6’10.5 (in shoes) 235 lbs, with a 7’1.5 wingspan at the 2014 Nike Big Man Skills Academy",1/25/15,"Great size and length.  Great face up player and is incredibly tough to guard when he gets a head of steam going towards the basket … He’s got a great mid-range game and is expanding his range to include the three ball … Defensively he is active which leads to his fair share of deflections and steals … He moves his feet well and is a versatile defender due to his ability to stay in front of his man on the perimeter … Active rebounder as well, particularly on the offensive glass … Always seems to be in the right place at the right time and battles for position … He’s a strong player that can finish through contact and is effective with both hands … Really likes to get out on the fast break and can even run the break at times due to his ability to handle the rock for a four man … He may not be done growing as he’s over an inch taller now than he was when he arrived on campus two years ago … Great size for a PF at the next level …
","Good, but not great athlete … Fundamentally sound player at this stage but lacks explosiveness …  Still doesn’t have great post moves and needs to work on his footwork around the basket … He projects as a PF at the next level but will need to develop more of a post game and not rely so much on his jump shot … While he’s a great defender in space and out on the perimeter for a big man, he isn’t the greatest post defender and isn’t really a shot blocker … His ceiling isn’t as high as some of the other big man prospects at this point due to his lack of elite athleticism and lack of great footwork in the paint … Still a raw player on both sides of the floor but is developing …
Overall: Portis has the prototypical size for a PF at the next level and has really improved from his freshman to sophomore season … He’s continued to improve upon his range which is a positive but really needs to develop a better back to the basket game and at least one go-to move in the post before he will be a truly effective player at the next level … The good news is that he has an NBA ready body and can concentrate on the technical parts of his game instead of adding weight and muscle … Will need to continue to be a guy that gives maximum effort from night to night to make up for his deficiencies …  
 
",9 ,7 ,245,bobby-portis
145,8 ,8 ,40,12/05/94,Junior ,SMU ,7 ,2017,"6-6,",Ottawa ,"Ottawa, KS ",8 ,8 ,8 ,46,8 ,Semi Ojeleye ,92,7 ,Small Forward/Power Forward,7 ,8 ,William P. Desautelle III,"Measured 6’6.5 (in shoes) 217 lbs, with a 6’9.5 wingspan at the 2012 LeBron James Skills Academy … Full name is Semilore OjeleyeFamily originally from Nigeria … Four-year starter at Ottawa High School for head coach Jon McKowen … Set Kansas high school career (2,763) and senior-year (952) scoring records… Helped Ottawa to four state championship game appearances and a 94-10 record… Two-time first team all-state, three-time first team All-Frontier League … 2013 Parade Magazine National Player of the Year… 2013 Gatorade Kansas Boys Basketball Player of the Year … Appeared in 23 games in two seasons at Duke … AAC Player of the Year last season at SMU …",6/8/17,"Ojeleye is a physically developed forward at 6’7” and 235 pounds with excellent versatility … He can handle the ball in the open court and make shots from the perimeter both spotting up or on the move … He is also a solid shot creator in the half-court, and he gets to the free throw line frequently by using his combination of strength and mobility … Ojeleye may be a valued later pick in this draft, as an explosive combo forward that can stretch the floor, create his own shot and be a factor defensively … Ojeleye has become an excellent stretch four-type player at SMU, something he did not have many opportunities to exhibit during the early stages of his career at Duke … He shot 42% from the arc this season while attempting almost five three-pointers per game … Ojeleye’s work ethic is top notch, as he has added multiple dimensions to his game since his time at Duke … He played mostly as a four man in SMU’s offense, so there will be few questions about where to play him in the NBA … Ojeleye can also shoot off the dribble if chased off the three-point line, as he has an effective pull-up jumper off of one or two dribbles … He is mobile enough to attack opposing fours off the dribble with his lethal combination of power and quickness … He is also dangerous as a face up post player, with an excellent face up jumper, and he has crisp footwork from down in this area … Ojeleye averaged 23.5 points per 40 minutes, while shooting 50% from two and 42% from three, showing his ability to play within himself and be efficient … Ojeleye has an NBA ready frame at 235 pounds, and at age 22 he will be ready to contribute immediately … He’s also an outstanding athlete in space with the ability to finish above the rim when he has momentum … He particularly utilizes this ability on the offensive glass, where he has terrific motor to pursue the ball, and often turn missed shots into thunderous put backs … He is not elite on the defensive glass yet, but he does a great job of using his strength to box his man out and carve out space … Ojeleye also is a very good finisher around the basket in part due to his mature frame and quality body control … He is a high IQ player, as he rarely commits turnovers and overall does an excellent job of not forcing the issue and playing to his strengths … He is an outstanding teammate and never tries to do too much … His most likely role in the NBA will be mostly as a mismatch small ball four-man, who can play on the wing occasionally …
","Ojeleye is a bit undersized for a power forward even in today’s small ball heavy NBA at 6’7”, and he doesn’t have elite length either at 6’10” (wingspan) … Defensive fit will be a big question mark going forward as he’s not quite big enough to match up with traditional fours, and he doesn’t have a ton of experience guarding NBA-level wings, as a result of playing in the AAC … His instincts on that end have room to improve as well, evident by his low block and steal rates … Ojeleye can also be more productive on the defensive glass (just 5.5 d-boards per 40 minutes) … If he is going to play the four for long stretches in the NBA, he will need to add some improvement here … Ojeleye’s lack of elite size and average standstill leaping will hurt him as an interior scorer in the NBA, and his overall perimeter skill set could use some polish if he wants to play more minutes on the perimeter … Ojeleye is not nearly as explosive in traffic, and he is not a great ball handler for a wing player … He also does not have a great left hand, which can make it difficult to succeed in the NBA without some degree of ambidexterity … Another big question mark will be how he adjusts from the poor level of competition of the American conference this season to the NBA … He did little to squander these questions when SMU had big NCAA tournament expectations, but were bounced early by USC, a team with great size, length, and athleticism … 
",7 ,8 ,240,semi-ojeleye
146,7 ,8 ,10,08/08/94,Sophomore ,Murray St. ,8 ,2015,"6-2,",Lausanne Collegiate ,"Bartlett, TN ",8 ,8 ,8 ,11,8 ,Cameron Payne ,93,8 ,Point Guard,8 ,7 ,Tajh Jenkins,"The 20-year-old point guard entered this season as a hidden gem. All he ended up doing was leading Murray State to 29-6 record, including a perfect 16-0 conference season and 25-game winning streak, before losing to Old Dominion in the NIT quarterfinals … Cameron Payne was tasked with taking over the reins of leadership and on court production after the Racers lost Isaiah Canaan, who graduated and was selected in last year’s NBA draft … He responded by averaging 20.2 points on 45 percent shooting, including 37 percent from the 3-point line, 6.0 assists, 3.7 rebounds and 1.9 steals … The sophomore guard led Murray in points (707), assists (87) and steals (68) … Despite playing at a small school and without much publicity, the lefty has shown that he can hold his own against tougher competition and in big games over the course of his collegiate career … He scored 23 points, grabbed seven rebounds and dished out four assists against Xavier early in the season … He’s a fiery competitor at the point guard position who can score and create for his teammates … Payne was selected to the Associated Press All-American team as an honorable mention … He’s just the second Murray St. player to do so this decade (Canaan is the other) … He was also named 2015 Ohio Valley Conference Player of the Year … After a strong and successful freshman campaign, he was named to the 2015 Cousy Watch List before the season … On April 4th declared his name for the NBA draft …",4/4/15,"Intelligent point guard with a great basketball IQ and feel for the game … At 6-foot-3, has good height for the position … Lefty scoring point guard who can mix things up with strong passing abilities … Has the ability to shoot and finish off the dribble … Can knock down 3-pointers without much room from his defender … Has nice range on his shot … Capable of pulling up from different spots on the floor and knocking down mid-range shots … Shooting mechanics are consistent … Possesses a nice floater and runner in the paint … Quick release and good elevation on his jump shots … Shooting efficiency from mid-range and 3-point range jumped across the board from his freshman season … Can operate very well out of pick-and-rolls in half court offense … In pick-and-roll situations, he’s shown the ability to take his man off of the dribble or pull up for a jump shot … Outstanding court vision and awareness on offense … Is a playmaker … Terrific assist-to-turnover ratio … Able to make quick and sharp passes while on the move … Quality ball-handling skills and keeps the ball low when dribbling … Very quick with and without the ball (in half court or transition) … Able to change paces well off the dribble … Shifty player who can find angles in a defense … Is savvy and creative with the ball off the dribble … Can get in the paint and uses his creativity when scoring … Has a variety of moves when he finishes at the basket … Creates offense for himself and for teammates … Up tempo player who looks to set up his teammates before defenses can set up … Timely and accurate passer (likes to make “thread the needle” passes) … Always looks to make entry passes to his bigs and keep them involved … Finds open shooters out on the perimeter … Defensively, he has quick hands and reacts well in the passing lanes (averaged 1.9 steals per game) … Pesky defender who has a nose for the ball … Uses his length and timing/anticipation well in passing lanes and can cleanly strip opposing players … Can move well laterally … Solid one-on-one defender … Is good at staying in front of opposing guards off of the dribble … Intense and fearless player with killer instincts and controlled aggression … Takes and makes big shots … Can takeover a game and will his team to a win … Shows the leadership qualities that you would want from your starting point guard … Very confident player …
","Although he’s long/lanky (which is a plus), he does not have the best physical attributes … Thin body frame … Needs to get stronger … Is not and explosive player off the dribble … Cannot jump out the gym … Not a high flier … Good athleticism but not at an elite level … Lack of explosiveness off the dribble limits shots at the rim … Does not possesses a tremendous first step … Forces the issue on offense at times … Can be turnover prone (averaged 2.5 turnovers per game) … Has to learn to make simple passes more often … Decision making can improve … Plays too fast sometimes … Needs to tighten up his shot selection (takes low percentage shots) … Sometimes takes tough shots because he does not create enough space for himself to shoot them cleanly … Takes difficult shots away from the basket … Shoots jumpers too early in the shot clock at times … Tendency to settle for floaters instead of getting all the way to the rim … Does not finish strongly around the basket … Struggles to finish over big men and through contact … Finishing ability with both hands can improve … Thin body can sometimes get caught up in picks … Struggles with defending pick-and-rolls because his lack of strength makes him unable to fight through screens … Gets lost in these situation, as loses his man when he fails to run over a screen … Bigger guards with sufficient handles can overpower him when driving to the basket … His ability to deny penetration can improve …
",8 ,7 ,185,cameron-payne
147,8 ,7 ,Overall:,12/21/92,Senior ,Miami ,7 ,Big ,"6-6,",Bellaire ,"Bellaire, TX ",8 ,8 ,7 ,72,8 ,Sheldon McClellan ,86,7 ,Shooting Guard,6 ,7 ,Jacob Stallard,Second-Team All-ACC last season…Transferred to Miami from Texas in 2013…,6/21/16,"Dangerous scoring wing who can score from every level of the defense … An explosive athlete with a near 40 inch vertical leap, McClellan finishes above the rim with consistency … McClellan is a smooth, creative finisher, who can get to the rim with either his explosiveness or his finesse, depending on what the situation requires … McClellan is also a very good outside shooter, connecting on 41% from 3 this season … He’s proficient on the catch-and-shoot, with his feet set, but he’s also a great shooter off the dribble … Great in transition, McClellan is on the finishing end of many an alley-oop.  He’s also a smart cutter along the baseline, creating easy alley-oop opportunities for any decent point guard … On defense, he’s got good lateral quickness to help him stay in front of his man and make up for subpar fundamentals … His lane agility time was second-best of anyone at the combine … He’s a pretty good ball handler who can create his own shot with his strength and handles … Very efficient offensive player who converted on over 50% of his field goal attempts (along with 41% of his 3’s and 84% of his free throws) … Pretty stepback jumper that makes him dangerous from mid-range…
","McClellan shot the ball very well on the whole, but he was a very streaky shooter, and when his shot wasn’t falling, he often keep putting it up … He’s occasionally a willing passer, but once he gets into attack mode, he doesn’t look for his teammates and he rarely passes out of the lane … A bit temperamental on the floor.  Gets on teammates verbally when frustrated and has poor shot selection when he starts to miss … A bit thin, McClellan weighs under 200 lbs. and won’t be able to be as physically dominant in the NBA … Not the most fluid athlete … Pretty good dribbler, but he doesn’t always handle the ball very tight to his body, which could lead to more turnovers against NBA length … Has good quickness, but his mediocre wingspan (6’7"") and poor fundamentals and defensive awareness allow him to get lost on defense or sometimes lose his man … Very old for an NBA prospect.  McClellan is 23 and turns 24 in December …
Overall: McClellan has an interesting array of offensive skills, as he’s a stellar athlete with a good shooting stroke, but his inconsistent shot selection and temperament can be a detriment.  He’s a 23-year-old prospect, which isn’t ideal, but if he still has some maturing left to do, he could smooth out his rough edges and become a great complementary wing scorer with a fair amount of ability at the defensive end …
",7 ,6 ,200,sheldon-mcclellan
