,age,board_rank,draft_year,height,name,negative_report,position,positive_report,school,school_year,weight,wingspan,standing_reach,Rookie_BPM,Rookie_VORP
48,19.1,20.0,2019,77.5,KEVIN PORTER JR.,"Shooting form has issues: It’s a low, flat release, and there is a lot of lower body movement; inconsistent landings may be the cause of his inconsistencies, especially off the catch. Inactive off-ball player, though that might’ve been a symptom of the college offense he played in. His ballhandling is largely flash and little substance at this point due to his looseness while attempting most moves. Lacks off-ball defensive awareness. He gets caught looking at the ball and loses his man. His motor is inconsistent, and he has to learn when to gamble. Doesn’t stay seated in an on-ball defensive stance, and he’s often flat-footed; he also swipes at the ball and bites on fakes, causing him to stumble out of position. Maturity is a concern: He was suspended indefinitely midseason at USC for an undisclosed off-court reason, and tends to take poor shots outside of the offensive system on the court.",Guard,"Excellent physical profile with a strong frame and long arms; NBA spacing could someday allow him to be an explosive force driving to the rim. Projects as a shifty ball handler; his left-to-right crossover is currently his best move, though he’s too loose and high with his right-hand dribble. Flashes perimeter shot-creation skills. He has confidence in his stepback jumper, which could someday be his go-to shot. Showed solid passing instincts and a greater willingness to create for others after returning from a foot injury in February. Great rebounder and shot blocker for his position, since he’s such a quick leaper. Potentially a super versatile defender given his agility and strength—so long as his defensive fundamentals improve and he stays locked in.",USC,freshman,213,81.0,103.0,-3.7,-0.5
49,20.1,21.0,2019,83.75,NICOLAS CLAXTON,"Lacks physicality and avoids contact; he gets pushed around a lot. He had a late growth spurt, so either he’s just adjusting to his new body or lacks a degree of toughness. He should be considered no more than a theoretical shooting threat because of his average touch near the rim and his subpar percentages on his jumper and from the line. Must do a better job of establishing post positioning, especially when sealing defenders underneath the basket on cuts and rim runs. Thin frame allows beefier players to plow through him on the post and perimeter drives; he needs to get significantly stronger to effectively defend bigs. Too often stands upright or opens his stance on the perimeter, which allows opponents to blow by him. He needs to stay seated in his stance and move laterally on his heels.",Big,"Good ball handler who can grab-and-go in transition, or score with finesse on cuts and rolls. He stays low on his drives and scores like a guard around the rim with dexterous layups. Effective passer who could easily thrive as a scorer or playmaker on the short roll. He’s particularly comfortable making left-handed passes off the dribble. Avoided careless turnovers despite being forced into being a primary playmaker; he won’t have the same role in the NBA, but his skills will make him a tough cover in the pick-and-roll. Didn’t play with a point guard, which hurt his percentages: He shot 34.6 percent in two years on catch-and-shoot jumpers, which isn’t good but it’s something to build on. Good rebounder considering his underdeveloped body, though stronger bigs will move him off his spots until he adds muscle. Impressive defensive potential once his fundamentals improve: He’s mobile moving laterally and plays hard, plus has the length and reaction time to contain guards and wings. Good shot blocker who can alter perimeter jumpers and recover when beaten to swat away shots from behind; he’s an attentive off-ball defender who steps up for weakside blocks, too.",Georgia,sophomore,217,86.5,110.0,-0.7,0.1
50,19.5,22.0,2019,86.5,BOL BOL,"Poor shot selection: He floats too much on the perimeter and settles for jumpers off the dribble. While that’s the most tantalizing area of his game, he needs to rein it in for now. Beanpole frame hinders his screening; he barely ever makes contact, since defenders can so easily sneak around him. Putting actual effort into his screens would pay dividends. Slow to react to pressure when playing in the post; it often seems like he doesn’t realize that passing the ball is an option. Poor effort plagues his defense: He fails to contest shots, help, communicate, and box out for rebounds. You won’t find him hustling back on defense. Lacks fundamentals; he plays high defending the post and can’t get low on the perimeter, which probably isn’t solvable due to his high center of gravity. NBA scouts question his work ethic and conditioning, on top of the durability concerns due to his frail body: He suffered a stress fracture to the navicular bone in his left foot at Oregon.",Big,"Fluid, coordinated athlete who moves surprisingly gracefully with the ball in his hands for a player his size; he’ll be a threat attacking defenders who are closing out. Lob threat with an excellent catch radius and the soft hands to corral any pass. He keeps the ball high when finishing, not giving mortals a chance to swipe at the ball. Terrific spot-up shooter, despite his funky mechanics. If his screening improves, he’ll become a pick-and-pop weapon. Tantalizing upside as a scorer off the dribble; few bigs can dribble and shoot as well as he does. However, his lack of strength and burst do limit his upside creating against a set defense. Flashes post upside with basic moves that culminate in a right hook. He’ll need to get stronger to carve out space closer to the rim. Potential deterrent around the rim due to his sheer length. He’s so long that his presence can alter opponents’ shots. He’s mobile when he chooses to be.",Oregon,freshman,208,91.0,115.5,,
51,21.8,23.0,2019,82.25,MFIONDU KABENGELE,"Once he gets a touch, he’s not giving the ball up; he is a total black hole who record-scratches the offensive flow by holding the ball and then dribbling into traffic. Must improve drastically at simple role-player skills such as screening, boxing out, and executing plays. Foul trouble is an issue; it’s as if he were conditioned to leap at pump fakes and swipe for the ball. Savvy NBA veterans will exploit this tendency. He’s often out of position and frenzied in his defensive approach, causing him to fall off-balance in man-to-man situations. Average defensive rebounder who relies too heavily on athleticism instead of boxing out.",Big,"Good spot-up shooter, and he’s comfortable on the pick-and-pop, which creates the space he needs for straight-line drives to the rim. Bouncy interior finisher who can finish lobs or score with touch, though he’d be even better if he breaks his habit of bringing the ball down to his waist before leaping. Active offensive rebounder with a nose for the ball; can grab the ball then quickly spring back up for putbacks. Energetic shot blocker; he has natural timing paired with quick-twitch leaping ability and length. He’s most visibly impactful in help defense situations when chasing down opponents. Major potential defending the pick-and-roll; he has improved in college and does a solid job of dropping to defend both his man and the ball handler. His length is a natural deterrent. Projects as a capable perimeter defender if his fundamentals improve. He lacks discipline, but has mobility recovering to his man laterally.",Florida State,sophomore,256,87.0,109.5,2.1,0.1
52,22.3,24.0,2019,77.0,MATISSE THYBULLE,"Tough to evaluate his man-to-man defense since he last played it as an underclassman when Lorenzo Romar used a switching scheme that hemorrhaged points. Weirdly a nonfactor on the defensive boards despite his athleticism and instincts. Timid, deferential offensive player. It’s not necessarily a bad thing since he knows his role, but he’s yet to tap into his athleticism. Needs to speed up his jump shot release, and too often flares out his elbow, which may be a cause of inconsistency. Not someone who will create many at-rim chances for himself. He can make simple moves but hasn’t shown he can keep the ball on a string. At-rim finishing is lacking but could improve if he develops athleticism leaping off one foot.",Guard,"Beast off-ball defender potential: He’s both athletic and smart. He closes out strong, alters shots, and recovers well after penetration. Remarkable anticipation skills and reaction time allow him to jump passing lanes like he’s Deion Sanders. Doesn’t take his athleticism for granted; constantly hustles, pursues loose balls, and hurries back in transition to stop the ball or contest a shot. Projects as a switchable man-to-man defender with long arms and good fundamentals moving laterally and staying seated in his stance. Despite his hyperactivity on defense, he rarely commits fouls, though he’ll need to break his freelancing habit in the NBA. Above-average 3-point shooter with compact form, and a good free throw shooter with touch around the rim. Smart player who passes well within the flow of the offense and avoids careless mistakes. Ambidextrous below-the-rim interior finisher who can score well off cuts and closeouts.",Washington,senior,200,84.0,NaN,0.1,0.6
53,20.1,25.0,2019,81.5,KZ OKPALA,"Poor shooter off the dribble whose mechanics fall apart even on simple one-dribble pull-ups. Gets stripped often on drives to the rim; his handle is still too loose and he frequently goes into traffic. Average scorer in the paint because he’s not good at handling contact. Getting stronger could help, though his natural touch isn’t great. Defensive fundamentals are lacking. He has poor footwork closing out and loses his man off the ball. He also should get lower to gain leverage when defending the post. He should rack up impactful defensive plays with his length and mobility but he doesn’t, largely due to his lagging reaction speed.",Forward,"Impressive physical profile with long arms and the frame to add muscle. He’s an above-the-rim athlete who quickly covers a lot of ground in the open floor. Improved his ballhandling ability following his freshman season, which activated his scoring on drives. Solid passer within the offensive flow, and he has developed a feel in the pick-and-roll, delivering accurate passes with velocity. Tweaked his shooting mechanics to remove a hitch and improved off the catch as a sophomore. There’s still room for improvement. Flashes elite defensive potential with his length and mobility, though he’ll have to develop his strength and fundamentals. Grew up a multisport athlete playing basketball and football, until a growth spurt turned him into the tall, slim athlete we see today; he’s still learning how to use his body.",Stanford,sophomore,210,85.75,106.5,2.7,0.0
54,21.9,26.0,2019,77.5,TY JEROME,"Overcoming his athletic limitations is no guarantee at the next level. He will struggle to generate space in certain matchups, limiting his upside to that of a high-end role player. Subpar below-the-rim finisher who tends to settle for floaters since he lacks the burst to get all the way to the basket. With a somewhat low shooting release point, he’d benefit from increasing the speed of his gather to launch the ball quicker.",Guard,"Smooth 3-point shooter with a knack for relocating off the ball after making a pass, and the ability to hit shots off of screens and handoffs. He’s equally potent taking one- or two-dribble pull-ups. Intuitive passer with touch and vision to throw strikes off the dribble to rollers, cutters, and shooters. Can already run pick-and-roll at an NBA level. He gets where he needs to on the floor with exceptional footwork, deceptive ball fakes, and his ability to look off defenders. Unselfish teammate who keeps the ball moving and knows how to execute plays. He plays hard, crashes the boards, and boxes out. Competes hard defending man-to-man, plays with good fundamentals, and anticipates where opponents want to go. He’s not a lockdown defender, but he can be a vital part of a cohesive defensive unit. He communicates, focuses off the ball, and is almost always in the right position.",Virginia,junior,194,76.0,98.0,-3.8,-0.1
55,22.1,27.0,2019,76.5,TERENCE DAVIS,"Shot well as a senior but still shot only 34.1 percent from 3 and just 73.8 percent from the line over his final three seasons; he’s an unnatural shooter. Takes a lot of midrange jumpers and 3s with his feet right at the line, so he may need to extend his range and change his habits to accommodate the demands of a modern NBA offense. Doesn’t get a ton of lift in traffic, so most of his driving shot attempts come below the rim; he also doesn’t draw many fouls. Shaky decision-maker who tries to do too much with his dribble and telegraphs passes; he also has a habit of picking up his dribble instead of passing off the dribble. Undersized guard with a lean frame who lacks ideal defensive versatility.",Shooting guard,"High shot-creation potential: He has a quick first step and looks comfortable creating off the dribble. He needs to tighten his advanced moves to excel in traffic. Capable passer who displays vision in the pick-and-roll and transition, though he’s likely to top out as a secondary playmaker. Improved shooter as a senior who can hit tough, contested shots off the dribble or spot up. He’s at his best in the pick-and-roll pulling up from the perimeter. Active off-ball player who cuts and finds open space, and races up the floor on the break. Effective on-ball defender who has excellent lateral quickness and long arms to defend both guard positions; effort should never be a question about him. Attentive off-ball defender who jumps passing lanes, rotates well, and crashes the boards; he’s not afraid to mix it up with big guys.",Ole Miss,senior,192,80.75,101.0,1.3,0.9
56,22.6,28.0,2019,79.25,ERIC PASCHALL,He slides well laterally but his initial movement turning his hips leaves him prone to getting smoked by quicker guards. He needs to get even quicker to amplify his versatility. Best suited for a switching scheme on defense; he’s so physically wide that fighting through screens against speedy opponents can be a challenge. Shorter wingspan limits his upside as a rim protector and rebounder in small-ball lineups; he’s more of a wing who can spell as a small-ball power forward. Less effective finishing off one foot around the rim; he doesn’t explode nearly as much. Improving his off hand would help in this regard. He’s a modern tweener without a defining skill or a clear position he can lock down on defense; he needs to prove he can be either a versatile defender or a reliable shooter.,Big,"Covers a lot of ground attacking closeouts with his quick first step and long strides. He’s a solid ball handler for his size and explodes at the rim when he has room to launch off two feet. Sets strong, fundamental screens; he could develop into a dynamic on-ball screen threat. He’s also a savvy cutter and tends to execute plays well. Flashes passing vision off the dribble and changes speeds well in the pick-and-roll; he could develop into a secondary playmaker who can leverage his size to create mismatches. Average 3-point shooter who could improve his consistency issues by steadying his unruly lower body; it looks like his legs have a mind of their own. Though it won’t be his primary source of offense, he’s a capable shooter off the dribble because of his handle; his numbers and range do need to improve, though. Disciplined defender who worked hard to improve his fundamentals after transferring to Villanova. With his mobility and strength, he could become a versatile defender. Good team defender who locks in off-ball; he rotates well, communicates, and hustles; he brings an energy that can set a tone for the defense.",Villanova,senior,254,83.75,103.5,-2.7,-0.3
57,20.5,29.0,2019,79.5,GRANT WILLIAMS,"Reluctant to shoot 3s, passes up open looks, and dribbles into short midrange pull ups. Does he lack confidence or is he aware of his limitations? Lacks verticality, so scoring inside against NBA length will require an adjustment. He doesn’t project as a shot creator because of his average first step and lack of shake as a ball handler. Tweeners don’t exist in today’s NBA, but athleticism still matters: He might not have the mobility to be a top-shelf defender on switches against guards and quicker wings.",Forward,"Crafty interior scorer who finishes with either hand and uses deceptive pump fakes to create space; loves to carve out space for his left-handed runner. Excellent screener who can facilitate on the short roll or pop for 3s; can be a playmaking weapon on switches. Tennessee runs its offense through him on the post; he loves absorbing contact, can finish over either shoulder, and throws accurate fastballs to cutters and shooters. Improved spot-up 3-point shooter. He must extend his range, but his touch from the line and midrange is a positive indicator for his projected shooting ability. A high-IQ defender who is always in the right position rotating as a help defender, and plays with strong fundamentals moving laterally. Plays tough, physical individual defense. He closes out hard and shows active hands, plus he’s an instinctual rebounder who boxes out. Hard-working, unselfish player. Lost weight and got better each season. He’ll take a charge or dive for a loose ball. Bonus: He does a good job of accentuating contact to draw fouls.",Tennessee,junior,240,81.75,104.5,-2.6,-0.1
58,19.0,30.0,2019,81.0,DARIUS BAZLEY,"Raw and inconsistent: Struggled in his first NBA combine scrimmage, but shined in the second one—those on-off performances continue a trend from his high school years. Shot selection is an issue. He pounds his dribble too much, ruining offensive flow. His tough shot-making ability is intriguing, but he loves the midrange a bit too much. Slow, awkward shooting release and average touch on his jumper. Lacks a degree of toughness inside. He can score with finesse using face-ups and turnarounds, but doesn’t seem to seek contact as you’d ideally like to see from a player his size. He lacks feel and makes some extremely poor passes, firing the ball into traffic. He missed a full season of on-court development after de-committing from Syracuse to play a season in the G League, but then opted to take an internship with New Balance instead of playing competitive basketball.",Forward,"Skillful, fluid ball handler who changes gears and uses hesitation dribbles along with his swift first step and long stride to get to the rim. Good at-rim finisher who’s comfortable attempting difficult, off-balance shots with either hand. Capable of hitting tough, contested shots from all over the floor; his shot consistency needs to improve, though. Flashes playmaking upside for his size: He uses his height to make passes over the defense, and he looks comfortable even when pressured delivering accurate passes with velocity. Competitive rebounder who can grab and go or make quick outlet passes to jump-start the offense. Long arms and mobility give him the tools to be a highly versatile defender.",Princeton High School,NaN,209,84.0,107.0,-2.5,-0.1
59,19.4,31.0,2019,83.0,LUKA SAMANIC,"He gets tossed around like a rag doll by larger players, which hinders his ability to defend the paint; he needs to add significant weight and muscle. Quicker players tend to smoke him. He has good mobility but defends from an upright position. His footwork is sloppy when closing out, often causing him to fall off-balance. Displays strong passing vision with difficult cross-court passes, yet he often can’t place the ball accurately on simple entry passes. Below-average 3-point shooter who can improve with a few mechanical tweaks; he brings the ball to his release point too early, and his feet could be turned slightly to alleviate tension. Not yet a factor shooting jumpers off the dribble.",Forward,"Displays intriguing ballhandling potential for a player at his position, with crossovers and spin moves. Skilled interior finishing upside: He can make acrobatic attempts and finish with power in space, though he must improve scoring against contact and master his off hand. He has good footwork no matter the situation; he’s a patient post scorer yet a decisive attacker against closeouts or when rolling to the rim via cuts and screens. Active off-ball player who cuts, runs the floor hard in transitions, and relocates to get open for 3s; he’d be best suited for a fast-paced, motion-based offense. Instinctual rebounder, especially on offense, though on defense he must commit to boxing out. Could become a threat to throw outlets or grab and go to spark a break. Potentially a highly versatile defender if his body and fundamentals improve drastically; his coaches often trust him to switch screens, and he plays hard, though the results are mixed. Good help defender who’s active and aware in the passing lanes.",Union Olimpija / Croatia,NaN,227,82.5,107.0,-11.9,0.0
60,22.7,32.0,2019,79.5,DYLAN WINDLER,"He’s a fluid athlete who can wow the crowd with loud dunks, but he must add weight to his slight frame to maximize his overall abilities. Doesn’t have the strength to consistently drive to the rim in pick-and-rolls. Shot only 71.2 percent from the line over his first three seasons. He also occasionally has wild misses, and his 3-point percentage drops in a small sample of games against top-100 defenses. He shoots more accurately when he doesn’t need to rush his shot, though he’d benefit from adding the hop to his jumper instead of always one-two stepping. Lacks the size to contain larger forwards and the lateral foot speed to keep in front of speedy point guards; he sometimes defends on his heels or sloppily closes out. Takes some unnecessary risks defending man-to-man, like reaching around his man to poke at the ball instead of staying in front.",Forward,"Knockdown spot-up shooter with smooth footwork and an effortless lefty release. He has a nice feel for moving off-ball, and uses screens well. Potent shooter off the dribble with basic one-two dribble pull-ups. He has a tight handle with a good first step; he’s even begun to successfully utilize a James Harden–style stepback. Instinctual off-ball player who relocates well and uses savvy cutting to get open; he can finish athletic lob plays, or with touch using either hand while absorbing contact. He’s decisive attacking closeouts and finishes well; he’s a perimeter-oriented player, but is capable of also running secondary pick-and-roll due to his tight, low handle. Adept passer who makes quick reads within the flow of the offense and in transition. He rarely commits sloppy turnovers and tends to deliver accurate passes, even off the dribble. Competitive rebounder with a nose for the ball. It looks like he knows where the ball is going before it’s there, especially when crashing the offensive boards. High-effort on-ball defender with solid fundamentals and nimble foot speed moving laterally against wings. He’s a competitor who will take a charge or dive for a loose ball. Reliable off-ball defender who makes proper rotations and doesn’t ball-watch. His awareness is top-notch, which shows in his instincts jumping passing lanes for deflections and steals.",Belmont,senior,196,82.0,104.5,,
61,23.3,33.0,2019,80.5,CAMERON JOHNSON,"Underwent an arthroscopic procedure on his left hip in 2018 to correct a bone impingement and a torn labrum. He gets banged up often during games, too. Unable to create much off the dribble. Average athlete with a slow first step; he takes short, choppy steps on drives. His shot also isn’t quite as accurate off the dribble. Subpar at-rim finisher against length, and he rarely draws fouls. Despite his height, he’s also not a post threat. Improved perimeter defender following his hip procedure but he’s still stiff moving laterally, and struggles to contain scorers who change directions quickly. Lacks ideal strength to be an effective defender on switches against larger players. He’s also not a great rebounder for his size.",Forward,"Good spot-up shooter with a compact form and good footwork. He has the body control to balance himself midair to hit shots off movement. Uses screens and relocates at an NBA level. If he masters his off-screen shooting, he could become a tough cover due to his size. Runs the floor hard in transition. He’s a leak-out threat who will benefit from NBA pace. Average passer who won’t be tasked with playmaking responsibilities, but he tends to make the right play within the flow of the offense. Selfless player who accepts his role next to more ball-dominant players. He’s happy playing a role, cutting and spotting up. Projects as a solid positional defender who resists fouling while sliding and has solid off-ball awareness.",North Carolina,senior,205,82.0,103.0,-0.2,0.5
62,20.8,34.0,2019,82.25,BRUNO FERNANDO,"Sets a lot of moving screens that’ll get called early in his pro career. Needs to be careful about bringing the ball down while loading up before dunks, since it leaves him prone to being stripped. He doesn’t handle the pressure of college double-teams well; will standard NBA pressure and length by superior defenders also give him issues executing plays? Unaware defender who often gets caught in no-man’s-land; he lacks positional awareness in the pick-and-roll and is still learning the intricacies of help defense. Athleticism can only go so far without fundamentals: He has improved but still bites on too many pump fakes inside and reaches too much on the perimeter.",Big,"Body seems to have been built in a lab; possesses a thick frame and long arms to go with agility and explosiveness. Ambidextrous interior finisher who displays good footwork finding space for layups—that is, when he isn’t already in position to throw down pulverizing dunks. Soft interior touch and clean shooting form suggest he has a projectable shot to the NBA 3-point line. Made drastic improvements as a passer as a sophomore; he puts velocity on the ball and can effectively facilitate on the short roll and in the low and high post. Maryland plays at a snail’s pace, but Fernando is a force like Montrezl Harrell running the floor when he’s empowered. Good rebounder who can follow his boards with strong outlet passes. Considering his quick first step and aptitude for straight-line driving, maybe he can also handle in transition. Long-term rim-protection upside; his fundamentals must improve but he has what you can’t teach—length and mobility. Plays with better, more consistent intensity on defense than he did as a freshman; his overall improvement is a sign of a willingness to learn.",Maryland,sophomore,237,87.25,110.0,-4.1,-0.4
63,18.5,35.0,2019,76.0,TALEN HORTON-TUCKER,"Poor free throw shooter who doesn’t display touch on floaters or layups, which doesn’t inspire much confidence in the upside of his jumper. Shot selection is problematic. He takes far too many contested pull-ups with lots of time left on the shot clock. Erratic decision-maker driving the ball. He forces wild shots underneath the rim instead of locating shooters. Loose handle that sometimes comes up above his shoulders. He needs tighten it up or won’t be nearly as effective in an NBA setting. Slow moving laterally on defense. He’s often out of position and plays float-footed, but with his thick frame and wide hips, he just might not be quick enough on the perimeter. Low-effort defender who doesn’t play with passion, toughness, or focus. Defensive consistency is a teamwide issue though, so he could be a product of the environment.",Guard,"Shot-creation skills are uncommon for a player with his body: He unleashes NBA Street–style moves to generate space to get buckets. Solid spot-up shooter from a stationary position, though his low, robotic release may not be as effective against NBA length. Makes difficult cross-court passes off the dribble, and has keen passing vision that could be cultivated in the NBA. Good rebounder who high-points the ball and sparks transition offense by taking the ball up the floor. Long arms and strong frame theoretically give him the ability to switch screens, using his length to swallow guards and bulk to battle bigs. Youth. He turned 18 in November, so there are untapped skills for a team to mature.",Iowa State,freshman,235,85.25,103.0,7.8,0.0
64,21.2,36.0,2019,72.25,CARSEN EDWARDS,"Undersized guard who will be targeted on defense by opponents when he’s on the floor. Subpar at-rim finisher who lacks explosiveness. Doesn’t project as a player who will draw a lot of fouls, either. He’d benefit from adding a floater to his game. Tasked with scoring at Purdue, not passing. Still, his lack of progress as a playmaker is worrisome, as last season he still forced shots instead of distributing. Tends to deliver an inaccurate ball when attempting difficult passes, and he tends to stick to basic first reads in the pick-and-roll anyway.",Point guard,"Proficient shooter with limitless range off the dribble. He uses an assortment of moves using his tight handle to generate space to launch from anywhere. Good shooter off the catch who thrives using screens, and displays the intelligence to move without the ball in space. He can change a game with his scoring ability, either fueling a break or generating something out of nothing in the half court; in college, he thrived despite intense defensive attention. Short, but stocky: His at-rim finishing numbers aren’t good, but he’s able to get into the lane whenever he pleases thanks to his handle and strong frame.",Purdue,junior,199,78.0,94.5,-4.9,-0.2
65,20.1,37.0,2019,76.25,LUGUENTZ DORT,He drives the ball into crowds in the paint like he’s a moth flying toward light; his decision-making and shot selection are usually infuriating. Million-dollar moves and 10-cent finishes at the rim are common; he rarely uses his left hand and has average touch. Subpar shooter off the dribble with no consistency to his footwork as he gathers or elevates; his mechanics need a lot of work for him to be a reliable go-to scoring option. Poor set shooter off the catch with a tense release and a high-arcing moon ball that yields wild results. He’s also a subpar free throw shooter. Defensive awareness must improve. He suffers lapses off-ball and he’ll need to be careful about being too handsy on defense; veteran scorers may bait him into reaching in.,Guard,"Drives to the rim with power: He has a quick first step, takes long strides, and draws a lot of fouls inside. Shifty ball handler with long-term go-to scoring upside. Creates space with advanced right-to-left crossovers and spin moves. One of the best cutters in the draft. He changes directions rapidly and has a good feel for when to make his move; he’s an explosive leaper who can finish lob dunks, too. Plays like he wants to win: If he starts the play from behind, he’ll often outsprint opponents to get up the floor before they do. His hustle in transition is encouraging. Displays solid vision and delivers an accurate ball when playing within the system and isn’t taking enormous risks as a passer. There’s a secondary playmaker upside in him. Intense, versatile defender. He has the excellent lateral quickness and anticipatory skills to contain speedy guards, plus the strength to switch onto larger players. Defensive playmaker who jumps passing lanes for steals and deflections; he’s also an aggressive rebounder who can turn boards into fast breaks.",Arizona State,freshman,222,80.5,99.5,-3.9,-0.3
66,20.2,38.0,2019,80.0,LOUIS KING,"Has a tendency to stop the ball and halt his team’s offensive flow, opting to jab step from a triple-threat position instead of making decisive moves. Loses his handle on straight-line drives, never mind when trying advanced maneuvers. Also lacks burst while turning the corner, resulting in botched drives into traffic or careless shot attempts. Struggles to score around the rim. He needs to look for more controlled shots, taking one extra dribble toward the basket and growing more comfortable using his off hand. Lacks defensive fundamentals fighting around screens, often giving up upon contact; in man-to-man situations he can be caught flat-footed, leading to easy penetration for opponents. Went down with a torn meniscus during his senior year of high school and has been nagged by various leg injuries throughout his teenage years.",Forward,"Talented shooter off the dribble who uses nifty stepbacks or side dribbles to create space; he takes far too many midrange jumpers, but has shown that he has NBA 3-point range. Good spot-up 3-point shooter with smooth mechanics; while he’s yet to emerge as a consistent shooter off screens and movement, his proficiency off the dribble suggests that can be developed. Has theoretical shot-creation ability in the pick-and-roll and on isolations, as he uses hesitations well and has flashed spin moves and crossovers. Unselfish player who delivers accurate passes off the dribble, though his ability to read the floor must improve. Active rebounder who crashes the offensive boards and uses defensive boards to spark transition chances. Has to commit to boxing out more. Has the length, strength, and agility to defend multiple positions, even if he’s been inconsistent on that end of the floor. He’s an aggressive offensive player who just needs to bring it more on defense.",Oregon,freshman,195,84.25,104.5,-6.2,-0.1
67,20.8,39.0,2019,80.0,CHUMA OKEKE,"Slow shooting release is the only cause concern for his jump shot; he’s also a nonfactor shooting off the dribble from all ranges. Lacks athleticism; he’s not that quick, and he’s a below-the-rim player. If he gets stronger and adds weight to better play at the 4, it’s critical that he ensures the bulk doesn’t slow him down. Needs to tighten his handle and footwork so he’s called for fewer travels when attacking closeouts. Stiff in guarding man-to-man when he doesn’t stay seated low in his stance; his technique must improve so he can trigger his theoretical versatility as a multipositional defender. Tore his left ACL in March; he had previously suffered a bone bruise in the same knee in June 2017 during tryouts for the Under-19 USA Basketball team.",Forward,"Good 3-point shooter with relaxed, simple mechanics. He can also straight-line drive to the rim; eventually, he could become a pick-and-pop threat. Instinctive cutter who’s a good finisher around the rim with enough touch to make circus finishes using either hand; however, his lack of explosiveness limits him against length or contact. Good post scorer who could use his size to his advantage against switching defenses; if a double comes, he has the passing vision to locate open teammates. Great passing instincts; he never seems panicked and delivers an accurate ball even when pressured. He’s a post playmaker and makes smart outlet passes in transition. Hyperalert off-ball defender who makes sound rotations and creates deflections with his remarkable anticipation skills and swift hands. Winning player who will dive on the floor for a loose ball, chase down rebounds, and run the floor, all of which should help him earn the trust of his coaches.",Auburn,sophomore,230,84.0,NaN,,
68,22.2,40.0,2019,77.25,ADMIRAL SCHOFIELD,"Takes a lot of midrange jumpers since he lacks the burst and the ballhandling ability to get all the way to the basket. As a featured scorer for the Volunteers, he frequently stopped the ball upon catching it; in the NBA, those isolations will be a big no-no. He must get in the habit of keeping it moving. Average lateral quickness limits his potential switching onto guards; he doesn’t swing his hips quickly when changing directions, which leads to his eating their dust. With such a beefy frame, it’ll be naturally difficult for him to angle himself around screens.",Forward,"Not to be superficial, but he plays like he looks: tough, intense, and musclebound. Explosive finisher in space. He runs the floor hard in transition and will be a lob threat off cuts in the half court. Good spot-up 3-point shooter with a compact form. He also is capable shooting 3s off one or two dribbles, though it’s a limited sample. Capable post scorer who can use his big frame to bury defenders underneath the rim; he’s also a reliable passer, so perhaps he could develop as a post playmaking presence. Good rebounder who chases balls out of his area and boxes out. His effort applies to defense, too: He hustles and gives his all in man-to-man defensive situations. Effective defender against forwards thanks to his size and solid strength; he could someday be a highly versatile defender. Let’s be honest here: Admiral Schofield is an all-time great name.",Tennessee,senior,241,81.75,102.5,-5.3,-0.2
69,19.0,41.0,2019,80.0,DEIVIDAS SIRVYDIS,"He’s a good shooter, but he’s not a knockdown guy; he’s average from the line and often misses wildly off the dribble. There’s still plenty of room for improvement. Loose handle with a lack of burst and dynamic moves; his ball handling must develop for his passing skill to be fully realized. Lacks an ideal physical profile to thrive on defense with a lanky frame and short arms. He’s slow laterally, and not strong enough against larger players. If he’s getting abused playing in Lithuania, what happens in the NBA?",Forward,"Releases his 3s in a jiffy from an assortment of angles; he can shoot from a standstill or comfortably shoot off movement. His best move off the dribble is a left-to-right crossover that he uses to get to the basket, where he shows touch finishing with either hand. Good playmaker for his position who avoids mistakes and always looks to make the extra pass. Solid positional defender who makes smart, timely rotations and plays with effort.",Lietuvos Rytas / Lithuania,NaN,190,79.25,NaN,,
70,19.0,42.0,2019,76.25,JALEN LECQUE,"Plays too fast: He has tunnel vision as a passer, bobbles the ball, and loses control on drives; how effective can he be in the half court? Subpar shooter with mechanics in need of adjustment. He’ll also need to learn how to take more efficient shots instead of settling for contested midrange jumpers. Likely never will be an efficient perimeter scorer due to his poor touch, but it’s his defense, athleticism, and brilliant flashes that make him worthy of a selection late in the draft. Decided to spend a full year training for the draft instead of attending NC State, or playing overseas; scouts question his mind-set.",Guard,"Shifty ball handler who gets where he wants on the floor with advanced dribbles using either hand, plus a quick first step that he uses to blow by defenders at the point of attack. He’s capable of scoring over or through contact in the paint and is a potential free throw magnet who barrels into the paint with reckless abandon. Passed the ball well at the NBA combine with various difficult passes off the dribble, including a left wraparound to a rolling big man, which is a sign of pick-and-roll playmaking upside. Combination of lateral quickness, verticality, and agility, with long arms and a strong frame, which gives him upside to be a sturdy on-ball defender against guards and wings. Disruptive off-ball defender who can leap for blocks and jump passing lanes with excellent closing speed like an NFL cornerback.",Brewster Academy,NaN,185,80.5,98.5,-9.3,0.0
